RelaX Services

{'card_number': '4818081161475565', 'expiration_date': '7/30', 'cvv': '853', 'card_holder': 'SEFA TAHSİN MUSTAFA YAVUZ', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '305 TRY'}
{'card_number': '4090743254720566', 'expiration_date': '8/29', 'cvv': '544', 'card_holder': 'RASİM FERDİ YENER ZAFER', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '452 TRY'}
{'card_number': '4452840321216743', 'expiration_date': '6/25', 'cvv': '253', 'card_holder': 'LATİF DENİZ LOKMAN AHMET', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '32 TRY'}
{'card_number': '4331020909077885', 'expiration_date': '5/24', 'cvv': '500', 'card_holder': 'ENVER TOLGA GÖRKEM FATİH', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '436 TRY'}
{'card_number': '4166462170114049', 'expiration_date': '5/28', 'cvv': '839', 'card_holder': 'FİKRET İZZET HİLMİ AHMET', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '7 TRY'}
{'card_number': '4994654275814345', 'expiration_date': '6/29', 'cvv': '710', 'card_holder': 'SONER FATİH GÜVEN KUBİLAY', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '230 TRY'}
{'card_number': '4208599487193073', 'expiration_date': '6/25', 'cvv': '474', 'card_holder': 'UMUT İSMAİL ŞEREF MAHMUT', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '46 TRY'}
{'card_number': '4942235179649913', 'expiration_date': '11/29', 'cvv': '774', 'card_holder': 'TAHSİN UMUT ORÇUN RAHİM', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '381 TRY'}
{'card_number': '4157643493103733', 'expiration_date': '9/28', 'cvv': '461', 'card_holder': 'ERDOĞAN İBRAHİM FİKRET OKAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '1730 TRY'}
{'card_number': '4919763775736171', 'expiration_date': '4/24', 'cvv': '496', 'card_holder': 'POLAT ARDA ŞEREF KORAY', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '208 TRY'}
{'card_number': '4402102464676170', 'expiration_date': '9/28', 'cvv': '197', 'card_holder': 'İSMAİL UZAY HALİL EFE', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '429 TRY'}
{'card_number': '4795263568506237', 'expiration_date': '12/24', 'cvv': '225', 'card_holder': 'ZİYA HİKMET YAĞIZ TOLUNAY', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '14 TRY'}
{'card_number': '4867996615277012', 'expiration_date': '4/28', 'cvv': '179', 'card_holder': 'AHMET HİKMET MEHMET ŞAHİN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '251 TRY'}
{'card_number': '4086059949904283', 'expiration_date': '11/27', 'cvv': '723', 'card_holder': 'SİNAN LEVENT CEM ŞEREF', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '5 TRY'}
{'card_number': '4313397268953209', 'expiration_date': '5/26', 'cvv': '380', 'card_holder': 'ERAY NAMIK DURMUŞ VOLKAN', 'country_name': 'Turkey', 'card_status': 'Archived', 'money': '324 TRY'}
{'card_number': '4359208344281470', 'expiration_date': '10/29', 'cvv': '604', 'card_holder': 'ÇAĞRI NAMIK MURAT DORUK', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '30 TRY'}
{'card_number': '4081515162347349', 'expiration_date': '3/28', 'cvv': '484', 'card_holder': 'FERDİ LATİF KEMAL CİHAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '6236 TRY'}
{'card_number': '4971723100079197', 'expiration_date': '2/30', 'cvv': '088', 'card_holder': 'ÜLKÜ HAKAN DAVUT BAHADIR', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '3293 TRY'}
{'card_number': '4299327733698459', 'expiration_date': '3/29', 'cvv': '680', 'card_holder': 'GÜRKAN BATUHAN TOLGA RAHİM', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '72 TRY'}
{'card_number': '4582102941038475', 'expiration_date': '12/24', 'cvv': '479', 'card_holder': 'MAHMUT CEVAT HAYDAR MAHMUT', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '55 TRY'}
{'card_number': '4427889103809268', 'expiration_date': '4/26', 'cvv': '727', 'card_holder': 'BAKİ AYBARS TAYLAN NİYAZİ', 'country_name': 'Turkey', 'card_status': 'Archived', 'money': '212 TRY'}
{'card_number': '4314540189411489', 'expiration_date': '6/25', 'cvv': '162', 'card_holder': 'İBRAHİM KURTULUŞ NECATİ FERHAT', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '19 TRY'}
{'card_number': '4371173220379414', 'expiration_date': '3/29', 'cvv': '179', 'card_holder': 'SERKAN AYBARS DAVUT NAZIM', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '451 TRY'}
{'card_number': '4845679819595861', 'expiration_date': '3/27', 'cvv': '413', 'card_holder': 'EFE HASAN KAMRAN TAMER', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '173 TRY'}
{'card_number': '4047732466692584', 'expiration_date': '8/29', 'cvv': '461', 'card_holder': 'ALİHAN EMRE SONER ERTUĞRUL', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '1369 TRY'}
{'card_number': '4927576636462849', 'expiration_date': '2/30', 'cvv': '850', 'card_holder': 'ZAFER NAİM ÖZGÜR BURAK', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '168 TRY'}
{'card_number': '4863907044616930', 'expiration_date': '3/30', 'cvv': '573', 'card_holder': 'KAMİL İSMAİL ORÇUN CEM', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '491 TRY'}
{'card_number': '4548549339919224', 'expiration_date': '8/25', 'cvv': '244', 'card_holder': 'SEFA DAVUT EMRE ERTAN', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '36 TRY'}
{'card_number': '4146003630966167', 'expiration_date': '7/28', 'cvv': '960', 'card_holder': 'BÜLENT AYBARS BAYRAM ÇETİN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '46 TRY'}
{'card_number': '4153197188838313', 'expiration_date': '12/26', 'cvv': '955', 'card_holder': 'KADİR SİNAN CAN MUSTAFA', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '382 TRY'}
{'card_number': '4546081420485255', 'expiration_date': '4/28', 'cvv': '263', 'card_holder': 'KAYA POLAT ÖNDER ALP', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '15 TRY'}
{'card_number': '4278760982636645', 'expiration_date': '8/29', 'cvv': '992', 'card_holder': 'AYBARS VEDİ TAHSİN MAHİR', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '24 TRY'}
{'card_number': '4477865908416185', 'expiration_date': '4/25', 'cvv': '687', 'card_holder': 'GÜVEN CEVAT ÖNDER SELİM', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '6368 TRY'}
{'card_number': '4126462639826497', 'expiration_date': '6/27', 'cvv': '646', 'card_holder': 'FİKRET FURKAN ÇINAR BAYRAM', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '0 TRY'}
{'card_number': '4080586647949216', 'expiration_date': '4/30', 'cvv': '006', 'card_holder': 'MERİÇ TEKİN DENİZ YAVUZ', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '216 TRY'}
{'card_number': '4333604451570914', 'expiration_date': '4/26', 'cvv': '275', 'card_holder': 'NAMIK ÖMER EREN KAAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '5872 TRY'}
{'card_number': '4918880122566266', 'expiration_date': '7/30', 'cvv': '514', 'card_holder': 'SELMAN SAMİ UFUK YAŞAR', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '39 TRY'}
{'card_number': '4434897512600401', 'expiration_date': '7/24', 'cvv': '870', 'card_holder': 'RAHİM MÜJDAT VURAL ÖMER', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '13 TRY'}
{'card_number': '4172436582563045', 'expiration_date': '10/28', 'cvv': '815', 'card_holder': 'YAVUZ NERGİZ ÖCAL ÜLKÜ', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '187 TRY'}
{'card_number': '4531956580521659', 'expiration_date': '12/25', 'cvv': '045', 'card_holder': 'MEHMET SONER OKAN DENİZ', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '6238 TRY'}
{'card_number': '4029798079365696', 'expiration_date': '11/28', 'cvv': '913', 'card_holder': 'ÖZTÜRK SALİH ZAFER GÖKTUĞ', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '484 TRY'}
{'card_number': '4238642995715195', 'expiration_date': '12/30', 'cvv': '293', 'card_holder': 'OKTAY TUNCAY LATİF SELİM', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '43 TRY'}
{'card_number': '4889720548972190', 'expiration_date': '4/24', 'cvv': '133', 'card_holder': 'YAVUZ RASİM EREN FERDİ', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '42 TRY'}
{'card_number': '4126792337327897', 'expiration_date': '4/30', 'cvv': '311', 'card_holder': 'BAYRAM KORAY DİNÇER RIDVAN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '2907 TRY'}
{'card_number': '4453908707349435', 'expiration_date': '2/29', 'cvv': '241', 'card_holder': 'ERDOĞAN HARUN KADİR OSMAN', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '305 TRY'}
{'card_number': '4139412626060548', 'expiration_date': '3/30', 'cvv': '924', 'card_holder': 'FERDİ FATİH RAHİM SAMİ', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '194 TRY'}
{'card_number': '4241185001895143', 'expiration_date': '7/30', 'cvv': '332', 'card_holder': 'TAYFUN UZAY MEHMET NAMIK', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '428 TRY'}
{'card_number': '4209528004389483', 'expiration_date': '8/30', 'cvv': '381', 'card_holder': 'ERHAN ERTUĞRUL İZZET ERDEM', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '214 TRY'}
{'card_number': '4617208755971146', 'expiration_date': '7/25', 'cvv': '837', 'card_holder': 'ORÇUN KADİR İSMAİL VEDİ', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '408 TRY'}
{'card_number': '4635683508362298', 'expiration_date': '8/27', 'cvv': '168', 'card_holder': 'UZAY PAMİR SAMİ YAVUZ', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '6680 TRY'}
{'card_number': '4172651351551357', 'expiration_date': '4/28', 'cvv': '319', 'card_holder': 'EMİN SEMİH ALPER NİHAT', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '137 TRY'}
{'card_number': '4730390856492008', 'expiration_date': '2/30', 'cvv': '357', 'card_holder': 'OKAN YAŞAR FURKAN ASLAN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '19 TRY'}
{'card_number': '4601621180431460', 'expiration_date': '10/29', 'cvv': '876', 'card_holder': 'YÜCEL TAHSİN TUNCAY BAHADIR', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '46 TRY'}
{'card_number': '4702030592836076', 'expiration_date': '5/29', 'cvv': '375', 'card_holder': 'MEHMET NERGİZ BURAK BERAT', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '294 TRY'}
{'card_number': '4441835377459225', 'expiration_date': '6/27', 'cvv': '998', 'card_holder': 'ZAFER CAN GALİP ÖMER', 'country_name': 'Turkey', 'card_status': 'Archived', 'money': '2407 TRY'}
{'card_number': '4587541576124404', 'expiration_date': '12/29', 'cvv': '762', 'card_holder': 'ASLAN YAĞIZ GÖKHAN NAMIK', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '44 TRY'}
{'card_number': '4057843351760274', 'expiration_date': '9/25', 'cvv': '789', 'card_holder': 'REFİK BAKİ CİHAN SONER', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '211 TRY'}
{'card_number': '4989321897816358', 'expiration_date': '10/26', 'cvv': '490', 'card_holder': 'SEZGİN ERDOĞAN YAŞAR ÇETİN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '265 TRY'}
{'card_number': '4944301467619972', 'expiration_date': '1/26', 'cvv': '763', 'card_holder': 'TANJU TEKİN VEDAT RAMAZAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '1339 TRY'}
{'card_number': '4837914530705618', 'expiration_date': '12/24', 'cvv': '203', 'card_holder': 'RIDVAN BERAT ÖZCAN BURAK', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '491 TRY'}
{'card_number': '4939392057177460', 'expiration_date': '2/26', 'cvv': '875', 'card_holder': 'BAKİ CİHAN BURAK RASİT', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '420 TRY'}
{'card_number': '4059993353764044', 'expiration_date': '12/24', 'cvv': '454', 'card_holder': 'GÜRSOY OSMAN ERDOĞAN MAHİR', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '2778 TRY'}
{'card_number': '4102888433954200', 'expiration_date': '6/25', 'cvv': '947', 'card_holder': 'CENGİZ SİNAN FİKRET VEDİ', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '15 TRY'}
{'card_number': '4768847290613536', 'expiration_date': '8/26', 'cvv': '979', 'card_holder': 'SELMAN OKTAY HASİP DENİZ', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '1359 TRY'}
{'card_number': '4438485838003207', 'expiration_date': '4/29', 'cvv': '511', 'card_holder': 'MERİÇ SALİH ZÜLFÜ UZAY', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '11 TRY'}
{'card_number': '4191125726753128', 'expiration_date': '6/24', 'cvv': '701', 'card_holder': 'YAŞAR KAMİL DORUK KAAN', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '2753 TRY'}
{'card_number': '4817573439522898', 'expiration_date': '7/25', 'cvv': '051', 'card_holder': 'CUMA FİKRET BATUHAN TANSU', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '31 TRY'}
{'card_number': '4235666475443088', 'expiration_date': '5/29', 'cvv': '796', 'card_holder': 'ALİ OKAN İBRAHİM NERGİZ', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '153 TRY'}
{'card_number': '4552601994855186', 'expiration_date': '4/27', 'cvv': '932', 'card_holder': 'VEDAT LATİF ZEKİ KAZIM', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '28 TRY'}
{'card_number': '4159267524568728', 'expiration_date': '3/27', 'cvv': '122', 'card_holder': 'ONUR KUBİLAY EREN TOPRAK', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '4730 TRY'}
{'card_number': '4329154675629688', 'expiration_date': '2/25', 'cvv': '302', 'card_holder': 'DENİZ OĞUZ İLYAS ENVER', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '63 TRY'}
{'card_number': '4203394122511359', 'expiration_date': '11/24', 'cvv': '344', 'card_holder': 'MAHMUT OKAN DENİZ YAVUZ', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '139 TRY'}
{'card_number': '4639684048635728', 'expiration_date': '2/29', 'cvv': '639', 'card_holder': 'TANSU ENGİN KAYA SELMAN', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '2049 TRY'}
{'card_number': '4540372370948376', 'expiration_date': '6/26', 'cvv': '154', 'card_holder': 'BÜLENT AHMET HAŞIM TEVFİK', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '47 TRY'}
{'card_number': '4794155599466905', 'expiration_date': '2/29', 'cvv': '890', 'card_holder': 'HALİT FURKAN CEVAT KADİR', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '1140 TRY'}
{'card_number': '4620305356181961', 'expiration_date': '2/29', 'cvv': '319', 'card_holder': 'ALİHAN GÜRKAN GÜVEN YAHYA', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '40 TRY'}
{'card_number': '4410004598779153', 'expiration_date': '2/27', 'cvv': '944', 'card_holder': 'BERK HİKMET ÖZCAN ŞAHİN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '47 TRY'}
{'card_number': '4250175491325378', 'expiration_date': '8/25', 'cvv': '566', 'card_holder': 'ONUR KADİR KAZIM KORAY', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '6686 TRY'}
{'card_number': '4528051426824056', 'expiration_date': '5/25', 'cvv': '577', 'card_holder': 'EMİN ERTAN HALUK ŞEFİK', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '4 TRY'}
{'card_number': '4372450311899578', 'expiration_date': '1/29', 'cvv': '089', 'card_holder': 'DİNÇ NİYAZİ SEZGİN ALP', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '314 TRY'}
{'card_number': '4028592735459535', 'expiration_date': '10/24', 'cvv': '492', 'card_holder': 'TUFAN HASİP CENGİZ HAYDAR', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '50 TRY'}
{'card_number': '4799896183736618', 'expiration_date': '4/27', 'cvv': '248', 'card_holder': 'MERİÇ KORAY TAMER SERKAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '287 TRY'}
{'card_number': '4678136352757103', 'expiration_date': '4/30', 'cvv': '496', 'card_holder': 'YAĞIZ KAAN ÜLKÜ REFİK', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '13 TRY'}
{'card_number': '4413895790032961', 'expiration_date': '8/30', 'cvv': '751', 'card_holder': 'CENGİZ ORÇUN FERHAT MERT', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '188 TRY'}
{'card_number': '4955881586758633', 'expiration_date': '10/28', 'cvv': '922', 'card_holder': 'AYBARS ÖNDER EREN ÇINAR', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '27 TRY'}
{'card_number': '4124551666352880', 'expiration_date': '3/25', 'cvv': '492', 'card_holder': 'NAMIK MESUT MEHMET TOLGA', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '28 TRY'}
{'card_number': '4186928500837588', 'expiration_date': '3/29', 'cvv': '046', 'card_holder': 'ENVER BAHADIR CİHAN ÖZTÜRK', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '454 TRY'}
{'card_number': '4386028408383211', 'expiration_date': '12/29', 'cvv': '585', 'card_holder': 'HİKMET ALİ UMUT TUFAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '205 TRY'}
{'card_number': '4909658429074130', 'expiration_date': '1/26', 'cvv': '566', 'card_holder': 'ERHAN YASİN İSMAİL MÜJDAT', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '169 TRY'}
{'card_number': '4054917322733280', 'expiration_date': '6/28', 'cvv': '795', 'card_holder': 'VOLKAN CEM VEDAT DOĞAN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '6539 TRY'}
{'card_number': '4926421044729706', 'expiration_date': '5/26', 'cvv': '227', 'card_holder': 'ÜMİT ALP YİĞİT ZAİD', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '324 TRY'}
{'card_number': '4041866610765361', 'expiration_date': '12/28', 'cvv': '902', 'card_holder': 'TAYFUN ÇAĞRI FİKRET İSMAİL', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '332 TRY'}
{'card_number': '4918643370692501', 'expiration_date': '12/24', 'cvv': '548', 'card_holder': 'TANER VURAL ERDEM DORUK', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '5594 TRY'}
{'card_number': '4071752059653354', 'expiration_date': '1/25', 'cvv': '902', 'card_holder': 'LEVENT DURMUŞ TEVFİK ORHAN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '6165 TRY'}
{'card_number': '4450558286915420', 'expiration_date': '4/24', 'cvv': '438', 'card_holder': 'LEVENT MESUT MUZAFFER LATİF', 'country_name': 'Turkey', 'card_status': 'Archived', 'money': '144 TRY'}
{'card_number': '4329106563601336', 'expiration_date': '11/27', 'cvv': '415', 'card_holder': 'CAN HAŞIM ŞENOL AYHAN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '4741 TRY'}
{'card_number': '4264702031044096', 'expiration_date': '1/28', 'cvv': '036', 'card_holder': 'EMİN YAŞAR KAMİL RAHİM', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '393 TRY'}
{'card_number': '4299451879324058', 'expiration_date': '8/27', 'cvv': '701', 'card_holder': 'ZÜLFÜ RAHİM KUBİLAY BÜLENT', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '15 TRY'}
{'card_number': '4171404229272041', 'expiration_date': '1/30', 'cvv': '048', 'card_holder': 'DİNÇER İLYAS ZAİM ENVER', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '7 TRY'}
{'card_number': '4909738311068596', 'expiration_date': '9/25', 'cvv': '749', 'card_holder': 'MEHMET ERAY ŞEFİK FERİT', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '0 TRY'}
{'card_number': '4019041334268211', 'expiration_date': '3/29', 'cvv': '436', 'card_holder': 'HASAN LOKMAN MAHMUT İHSAN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '493 TRY'}
{'card_number': '4384088412257555', 'expiration_date': '10/25', 'cvv': '042', 'card_holder': 'TOPRAK FURKAN ERDEM VELİ', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '48 TRY'}
{'card_number': '4703012993096269', 'expiration_date': '4/24', 'cvv': '416', 'card_holder': 'LEVENT HALUK BAHADIR ERDOĞAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '51 TRY'}
{'card_number': '4371445975684671', 'expiration_date': '3/28', 'cvv': '146', 'card_holder': 'YAĞIZ HARUN TOLUNAY UMUT', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '385 TRY'}
{'card_number': '4174508215742887', 'expiration_date': '12/25', 'cvv': '692', 'card_holder': 'ÇETİN ALP LEVENT ENGİN', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '146 TRY'}
{'card_number': '4137059844059521', 'expiration_date': '9/24', 'cvv': '445', 'card_holder': 'ÖZCAN KAMRAN DORUK FARUK', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '47 TRY'}
{'card_number': '4876721679311252', 'expiration_date': '6/27', 'cvv': '332', 'card_holder': 'İLYAS DİNÇER ENVER UZAY', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '35 TRY'}
{'card_number': '4960530735879617', 'expiration_date': '9/24', 'cvv': '524', 'card_holder': 'YAŞAR HASAN İHSAN FİKRET', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '138 TRY'}
{'card_number': '4892256798961745', 'expiration_date': '3/25', 'cvv': '190', 'card_holder': 'NECATİ KAYA FERHAN TANER', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '6 TRY'}
{'card_number': '4367811139806771', 'expiration_date': '10/30', 'cvv': '747', 'card_holder': 'YÜCEL ALP LOKMAN YASİN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '220 TRY'}
{'card_number': '4455353414826268', 'expiration_date': '1/30', 'cvv': '790', 'card_holder': 'ZAFER UZAY HAKAN TOLUNAY', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '5968 TRY'}
{'card_number': '4128811809971335', 'expiration_date': '2/29', 'cvv': '021', 'card_holder': 'ÇAĞRI MUZAFFER KAMİL RAHİM', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '43 TRY'}
{'card_number': '4436589375140207', 'expiration_date': '7/27', 'cvv': '239', 'card_holder': 'HAŞIM KORAY YILMAZ AHMET', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '43 TRY'}
{'card_number': '4159225475220020', 'expiration_date': '2/29', 'cvv': '759', 'card_holder': 'ŞEREF MURAT SEMİH NAMIK', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '37 TRY'}
{'card_number': '4804858121809082', 'expiration_date': '10/28', 'cvv': '442', 'card_holder': 'DORUK KUBİLAY ORÇUN HİKMET', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '45 TRY'}
{'card_number': '4842794269287928', 'expiration_date': '5/27', 'cvv': '199', 'card_holder': 'HALİT CEVAT GÖKHAN REFİK', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '74 TRY'}
{'card_number': '4378717996888579', 'expiration_date': '7/27', 'cvv': '461', 'card_holder': 'FERHAT İRFAN UFUK MESUT', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '398 TRY'}
{'card_number': '4775283343149602', 'expiration_date': '3/24', 'cvv': '631', 'card_holder': 'MAHİR MEHMET HAKAN AYHAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '255 TRY'}
{'card_number': '4790315079739205', 'expiration_date': '5/29', 'cvv': '869', 'card_holder': 'SONER GÖRKEM GALİP TANJU', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '413 TRY'}
{'card_number': '4318006260237322', 'expiration_date': '9/27', 'cvv': '461', 'card_holder': 'İZZET BAHADIR MURAT NERGİZ', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '9 TRY'}
{'card_number': '4088432266952300', 'expiration_date': '3/25', 'cvv': '350', 'card_holder': 'TAYFUN ALP TUNCAY BAYRAM', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '480 TRY'}
{'card_number': '4289220666759426', 'expiration_date': '1/27', 'cvv': '436', 'card_holder': 'EREN TARIK ÖMER OKTAY', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '107 TRY'}
{'card_number': '4640278715141826', 'expiration_date': '11/24', 'cvv': '177', 'card_holder': 'MAHMUT DAVUT EREN REFİK', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '173 TRY'}
{'card_number': '4600351846861618', 'expiration_date': '9/27', 'cvv': '121', 'card_holder': 'TAYLAN EFE RAHİM NİYAZİ', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '5750 TRY'}
{'card_number': '4043545792192036', 'expiration_date': '11/26', 'cvv': '245', 'card_holder': 'EMİN MAHMUT SONER VEDAT', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '238 TRY'}
{'card_number': '4404061652790110', 'expiration_date': '6/26', 'cvv': '677', 'card_holder': 'VOLKAN VEDAT BARIŞ DOĞAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '164 TRY'}
{'card_number': '4340261515891793', 'expiration_date': '6/24', 'cvv': '689', 'card_holder': 'İZZET CENGİZ CEM YILDIRIM', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '281 TRY'}
{'card_number': '4217667565686703', 'expiration_date': '4/30', 'cvv': '744', 'card_holder': 'ALİHAN ONUR HALİT FİKRET', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '108 TRY'}
{'card_number': '4334859144354956', 'expiration_date': '5/28', 'cvv': '160', 'card_holder': 'TOLUNAY SELİM RASİT MUZAFFER', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '97 TRY'}
{'card_number': '4009815629656996', 'expiration_date': '4/24', 'cvv': '533', 'card_holder': 'İBRAHİM GÜRKAN CENGİZ YAĞIZ', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '5310 TRY'}
{'card_number': '4353391177178330', 'expiration_date': '7/24', 'cvv': '001', 'card_holder': 'NİYAZİ FERHAN RAHİM ÇETİN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '5795 TRY'}
{'card_number': '4378334369574198', 'expiration_date': '2/29', 'cvv': '203', 'card_holder': 'HİKMET HALİL HALİL KAZIM', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '200 TRY'}
{'card_number': '4019317266251106', 'expiration_date': '11/30', 'cvv': '436', 'card_holder': 'FERHAN HALİL ÖZGÜR SELİM', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '115 TRY'}
